,k0,k1,mu_1,mu_2,mu_3,mu_4,mu_5,mu_6,mu_7,mu_8,mu_9,mu_10,mu_11,mu_12,mu_13,mu_14,mu_15,mu_16,mu_17,mu_18,mu_19,mu_20,mu_21,mu_22,mu_23,mu_24,mu_25,mu_26,mu_27,mu_28,mu_29,mu_30,mu_31,mu_32,mu_33,mu_34,mu_35,mu_36,mu_37,mu_38,mu_39,mu_40,mu_41,mu_42,mu_43,mu_44,mu_45,mu_46,mu_47,mu_48,mu_49,mu_50,mu_51,mu_52,mu_53,mu_54,mu_55,mu_56,mu_57,mu_58,mu_59,mu_60,mu_61,mu_62,mu_63,mu_64,mu_65,mu_66,mu_67,mu_68,mu_69,mu_70,mu_71,mu_72,mu_73,mu_74,mu_75,mu_76,mu_77,mu_78,mu_79,mu_80,mu_81,mu_82,mu_83,mu_84,mu_85,mu_86,mu_87,mu_88,mu_89,mu_90,mu_91,mu_92,mu_93,mu_94,mu_95,mu_96,mu_97,mu_98,mu_99,mu_100,mu_101,mu_102,mu_103,mu_104,mu_105,mu_106,mu_107,mu_108,mu_109,mu_110,mu_111,mu_112,mu_113,mu_114,mu_115,mu_116,mu_117,mu_118,mu_119,mu_120,mu_121,mu_122,mu_123,mu_124,mu_125,mu_126,mu_127,mu_128,mu_129,mu_130,mu_131,mu_132,mu_133,mu_134,mu_135,mu_136,mu_137,mu_138,mu_139,mu_140
51,[1],"[1.775862073954259, 1.0]","[0.0, 0.8616285257987268]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 0.9588580489007347]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,[1],"[2.7250000049522134, 1.0]","[0.0, 0.6080740180912289]","[0.0, 0.6012660410647531]","[0.0, 0.6725230887998546]","[0.0, 0.7759947760248621]","[0.0, 0.9255295852024578]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,[1],"[1.0677966151223308, 1.0]","[0.0, 0.7697684964035783]","[0.0, 0.974207480800231]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 0.9999942126319944]","[0.0, 1.0]","[0.0, 0.9637831800113892]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,[1],"[0.8813559371548616, 1.0]","[0.0, 0.8430303007325003]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 0.7710411229159144]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,[1],"[2.9500000049787953, 1.0]","[0.0, 0.4414591724787191]","[0.0, 0.6659299315532159]","[0.0, 1.0]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,[1],"[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,[1],"[1.275862073916877, 1.0]","[0.0, 0.8254561978140994]","[0.0, 0.9675645628762596]","[0.0, 1.0]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,[1],"[1.9390304897353656, 1.0]","[0.0, 0.55620182963373]","[0.0, 1.0]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,[1],"[1.9351241461678914, 1.0]","[0.22609934128538361, 0.7283806544756141]","[0.0, 0.33281679070768266]","[0.0, 0.46777722300154306]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,[1],"[0.81435185681045, 1.0]","[0.0, 0.7947727877562787]","[0.0, 0.8635254550000951]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,[1],"[3.175000004977723, 1.0]","[0.0, 0.4733917248602592]","[0.0, 0.6396359615325454]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,[1],"[1.3659148281100693, 1.0]","[0.0, 0.8615275827513569]","[0.0, 0.7865616371995375]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,[1],"[2.6750000049782057, 1.0]","[0.0, 0.3694186009855644]","[0.0, 0.5765692362894987]","[0.0, 0.9061096593275361]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,[1],"[0.6765210012882135, 1.0]","[0.0, 0.5838934843698742]","[0.0, 0.5686638923782021]","[0.0, 0.7625604037811099]","[0.0, 0.9536044020210558]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 0.9987021486312359]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,[1],"[2.7750000049791166, 1.0]","[0.0, 0.6526740184812831]","[0.0, 0.785560785857347]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,[1],"[2.00000000495171, 1.0]","[0.0, 0.772118724251224]","[0.0, 0.8230644652482343]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,[1],"[2.731707322025579, 1.0]","[0.0, 0.5214164876711114]","[0.0, 0.6021680235937544]","[0.0, 0.48750733081327907]","[0.0, 0.6476270659197249]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,[1],"[0.7279783472925652, 1.0]","[0.0, 0.722116334258411]","[0.0, 0.688742059057989]","[0.0, 0.7457684243992727]","[0.0, 0.7117294387607416]","[0.0, 0.8645048156907943]","[0.0, 0.9909348760879909]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 0.9658991544215518]","[0.0, 0.9316742127728573]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,[1],"[1.2500000049513675, 1.0]","[0.0, 0.31968895539762815]","[0.0, 0.3410484452452236]","[0.0, 0.2604555795822124]","[0.0, 0.38536736653744025]","[0.0, 0.6679669282948666]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 0.9756035727166933]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,[1],"[0.9207236891726702, 1.0]","[0.0, 0.9626973910651739]","[0.0, 0.98947154300008]","[0.0, 0.7419936494434555]","[0.0, 0.3858615009621899]","[0.0, 0.3858612860316215]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,[1],"[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,[1],"[1.3504386014425973, 1.0]","[0.0, 0.8306722084244352]","[0.0, 0.8816408842827487]","[0.0, 0.9623088064562794]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 0.9917445076419702]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,[1],"[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,[1],"[0.871321864990852, 1.0]","[0.0, 0.8247954425715958]","[0.0, 0.8000963549283154]","[0.0, 0.6143086510701907]","[0.0, 0.9182137321385769]","[0.0, 0.8188755266734481]","[0.0, 0.7555514673241863]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,[1],"[2.1777777827585427, 1.0]","[0.0, 0.7071401510885856]","[0.0, 0.8569767922832296]","[0.0, 0.9855788735692304]","[0.0, 1.0]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,[1],"[1.796296301247705, 1.0]","[0.0, 0.6678123335341342]","[0.0, 0.9565793180593013]","[0.0, 1.0]","[0.0, 0.8365663983000658]","[0.0, 0.8236189706612974]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,[1],"[1.2666666716211157, 1.0]","[0.0, 0.2794320453955235]","[0.0, 0.3351267370472175]","[0.0, 0.3871341487210154]","[0.0, 0.44069003857622424]","[0.0, 0.5025137196112524]","[0.0, 0.5823322647029605]","[0.0, 0.6972760947082127]","[0.0, 0.779399003438237]","[0.0, 0.8277157126534292]","[0.0, 0.8871136738538618]","[0.0, 0.9640641371588459]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,[1],"[1.8500000049546659, 1.0]","[0.0, 0.14054054054054088]","[0.0, 0.21220488233027301]","[0.0, 0.2484210152186861]","[0.0, 0.2911940863269788]","[0.0, 0.35240857103363676]","[0.0, 0.39146178428739525]","[0.0, 0.4301592645495835]","[0.0, 0.4822361852805525]","[0.0, 0.5450067470348539]","[0.0, 0.6241945084710312]","[0.0, 0.7304399137536798]","[0.0, 0.8867527828279448]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,[1],"[2.7391304397347622, 1.0]","[0.0, 0.7440148042911785]","[0.0, 0.7836432536578042]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,[1],"[1.0000000049550837, 1.0]","[0.0, 0.8231146522050536]","[0.0, 0.8870892973552829]","[0.0, 0.8939223022405238]","[0.0, 0.8899905824088826]","[0.0, 0.4620109672348171]","[0.0, 0.5365044596852594]","[0.0, 0.6157796097617475]","[0.0, 0.6157798427598852]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,[1],"[1.5000000049513862, 1.0]","[0.0, 0.8581407475000636]","[0.0, 0.9509493646329008]","[0.0, 1.0]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,[1],"[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,[1],"[1.4130434832128131, 1.0]","[0.0, 0.5836695415705399]","[0.0, 0.9145362837449327]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,[1],"[2.0408163314824703, 1.0]","[0.0, 0.716314511470238]","[0.0, 0.7654298617190757]","[0.0, 0.9088032047061275]","[0.0, 0.6880173142828788]","[0.0, 0.914956328451452]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,[1],"[1.719298250565439, 1.0]","[0.0, 0.8114056180843503]","[0.0, 0.848725679750015]","[0.0, 0.9100923761512012]","[0.0, 0.5782987799532396]","[0.0, 0.7658776043205446]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,[1],"[0.9529069816955237, 1.0]","[0.0, 0.7212121087025178]","[0.0, 0.8675912513485476]","[0.0, 0.9115283805924964]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,[1],"[1.9583333383991708, 1.0]","[0.0, 0.0021633819109396486]","[0.0, 0.0028099856292030266]","[0.0, 0.003638349453851839]","[0.0, 0.0049438541162097355]","[0.0, 0.007971758844997963]","[0.0, 0.9847190843822662]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,[1],"[1.2814102613620826, 1.0]","[0.0, 0.5556697457348473]","[0.0, 0.6741020536911605]","[0.0, 0.8967605542001666]","[0.0, 0.9574967861988091]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 0.9585518950397197]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,[1],"[1.9082235397490768, 1.0]","[0.0, 0.8021508948317311]","[0.0, 0.9832076792065474]","[0.0, 1.0]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,[1],"[1.0243660865565898, 1.0]","[0.0, 0.9085646253017855]","[0.0, 0.9249341445608283]","[0.0, 1.0]","[0.0, 0.6938236263001518]","[0.0, 0.6938236028427438]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,[1],"[0.9405399513789331, 1.0]","[0.5265425450069244, 1.0]","[0.0, 0.47345745499307557]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,[1],"[0.4675579978335137, 1.0]","[0.0, 0.9319560992526011]","[0.0, 0.9667897514260341]","[0.0, 1.0]","[0.0, 0.8506500039998118]","[0.0, 0.6585181954400808]","[0.0, 0.6585185419467191]","[0.0, 0.6253273025677819]","[0.0, 0.5245516717039466]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,[1],"[2.5221590959076834, 1.0]","[0.0, 0.44307676845176225]","[0.0, 0.8912677536437272]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,[1],"[0.9444444493957876, 1.0]","[0.0, 0.5865134927020391]","[0.0, 0.7106480220772058]","[0.0, 0.9425236052056765]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,[1],"[0.5551536947777923, 1.0]","[0.0, 0.719475532089252]","[0.0, 0.6592819788523359]","[0.0, 0.6569646280011275]","[0.0, 0.7234358447137375]","[0.0, 0.7682516801719478]","[0.0, 0.7788397885631148]","[0.0, 0.7774364584904684]","[0.0, 0.7791171865067976]","[0.0, 0.7841754499941161]","[0.0, 0.7930239467634841]","[0.0, 0.8061921586143574]","[0.0, 0.8242757897812116]","[0.0, 0.8477966339681903]","[0.0, 0.8768117774438019]","[0.0, 0.9119629244888834]","[0.0, 0.9529854640635131]","[0.0, 0.9885577821129079]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,[1],"[1.4925373183842219, 1.0]","[0.0, 0.9203528765752236]","[0.0, 1.0]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,[1],"[4.400000004973854, 1.0]","[0.0, 0.2272729107242498]","[0.0, 0.5667357142883684]","[0.0, 1.0]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,[1],"[0.7706385018091555, 1.0]","[0.05, 0.873920345963882]","[0.0, 0.7574663933160473]","[0.0, 0.5355139365177408]","[0.0, 0.3286108539020295]","[0.0, 0.43929454232429466]","[0.0, 0.47723881895013287]","[0.0, 0.4772391457953821]","[0.0, 0.4772387193026833]","[0.0, 0.4772388513900645]","[0.0, 0.4716153563496279]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,[1],"[1.6833333382847326, 1.0]","[0.0, 0.9082292855596251]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 0.9534110515226376]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,[1],"[4.171428576381169, 1.0]","[0.0, 0.7689577329017961]","[0.0, 0.820327393779978]","[0.0, 0.8468932595236325]","[0.0, 0.9332874503287711]","[0.0, 1.0]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,[1],"[2.6812500049841717, 1.0]","[0.0, 0.607379836603917]","[0.0, 0.9377084292032203]","[0.0, 1.0]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,[1],"[1.2633794049823794, 1.0]","[0.0, 0.45663669625253217]","[0.0, 0.25000053357122287]","[0.0, 0.7657429690904104]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,[1],"[1.2363636413156878, 1.0]","[0.0, 0.8222956852386858]","[0.0, 0.8885838065749816]","[0.0, 0.8929487888975907]","[0.0, 0.8548219185899175]","[0.0, 0.9670494567224003]","[0.0, 1.0]","[0.0, 0.9582035368321554]","[0.0, 0.9582035729338007]","[0.0, 0.9472620506348467]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
